Id,ActivityHour,Hour,TotalIntensity,AverageIntensity
1503960366,04-21-2016 16:00,16:00,4,0.066667
1503960366,04-21-2016 17:00,17:00,5,0.083333
1503960366,04-21-2016 18:00,18:00,9,0.15
1503960366,04-21-2016 19:00,19:00,8,0.133333
1503960366,04-21-2016 20:00,20:00,92,1.533333
1503960366,04-21-2016 21:00,21:00,21,0.35
1503960366,04-21-2016 22:00,22:00,9,0.15
1503960366,04-21-2016 23:00,23:00,15,0.25
1503960366,04-22-2016 00:00,00:00,0,0
1503960366,04-22-2016 01:00,01:00,0,0
1503960366,04-22-2016 02:00,02:00,0,0
1503960366,04-22-2016 03:00,03:00,0,0
1503960366,04-22-2016 04:00,04:00,0,0
1503960366,04-22-2016 05:00,05:00,0,0
1503960366,04-22-2016 06:00,06:00,0,0
1503960366,04-22-2016 07:00,07:00,0,0
1503960366,04-22-2016 08:00,08:00,0,0
1503960366,04-22-2016 09:00,09:00,13,0.216667
1503960366,04-22-2016 10:00,10:00,2,0.033333
1503960366,04-22-2016 11:00,11:00,34,0.566667
1503960366,04-22-2016 12:00,12:00,2,0.033333
1503960366,04-22-2016 13:00,13:00,4,0.066667
1503960366,04-22-2016 14:00,14:00,0,0
1503960366,04-22-2016 15:00,15:00,10,0.166667
1503960366,04-22-2016 16:00,16:00,4,0.066667
1503960366,04-22-2016 17:00,17:00,18,0.3
1503960366,04-22-2016 18:00,18:00,23,0.383333
1503960366,04-22-2016 19:00,19:00,16,0.266667
1503960366,04-22-2016 20:00,20:00,13,0.216667
1503960366,04-22-2016 21:00,21:00,159,2.65
1503960366,04-22-2016 22:00,22:00,30,0.5
1503960366,04-22-2016 23:00,23:00,54,0.9
1503960366,04-23-2016 00:00,00:00,9,0.15
1503960366,04-23-2016 01:00,01:00,0,0
1503960366,04-23-2016 02:00,02:00,1,0.016667
1503960366,04-23-2016 03:00,03:00,0,0
1503960366,04-23-2016 04:00,04:00,0,0
1503960366,04-23-2016 05:00,05:00,0,0
1503960366,04-23-2016 06:00,06:00,2,0.033333
1503960366,04-23-2016 07:00,07:00,0,0
1503960366,04-23-2016 08:00,08:00,8,0.133333
1503960366,04-23-2016 09:00,09:00,17,0.283333
1503960366,04-23-2016 10:00,10:00,4,0.066667
1503960366,04-23-2016 11:00,11:00,11,0.183333
1503960366,04-23-2016 12:00,12:00,49,0.816667
1503960366,04-23-2016 13:00,13:00,51,0.85
1503960366,04-23-2016 14:00,14:00,20,0.333333
1503960366,04-23-2016 15:00,15:00,15,0.25
1503960366,04-23-2016 16:00,16:00,52,0.866667
1503960366,04-23-2016 17:00,17:00,26,0.433333
1503960366,04-23-2016 18:00,18:00,66,1.1
1503960366,04-23-2016 19:00,19:00,2,0.033333
1503960366,04-23-2016 20:00,20:00,9,0.15
1503960366,04-23-2016 21:00,21:00,54,0.9
1503960366,04-23-2016 22:00,22:00,25,0.416667
1503960366,04-23-2016 23:00,23:00,6,0.1
1503960366,04-24-2016 00:00,00:00,10,0.166667
1503960366,04-24-2016 01:00,01:00,2,0.033333
1503960366,04-24-2016 02:00,02:00,0,0
1503960366,04-24-2016 03:00,03:00,0,0
1503960366,04-24-2016 04:00,04:00,1,0.016667
1503960366,04-24-2016 05:00,05:00,0,0
1503960366,04-24-2016 06:00,06:00,1,0.016667
1503960366,04-24-2016 07:00,07:00,0,0
1503960366,04-24-2016 08:00,08:00,1,0.016667
1503960366,04-24-2016 09:00,09:00,8,0.133333
1503960366,04-24-2016 10:00,10:00,26,0.433333
1503960366,04-24-2016 11:00,11:00,12,0.2
1503960366,04-24-2016 12:00,12:00,12,0.2
1503960366,04-24-2016 13:00,13:00,12,0.2
1503960366,04-24-2016 14:00,14:00,1,0.016667
1503960366,04-24-2016 15:00,15:00,2,0.033333
1503960366,04-24-2016 16:00,16:00,29,0.483333
1503960366,04-24-2016 17:00,17:00,25,0.416667
1503960366,04-24-2016 18:00,18:00,40,0.666667
1503960366,04-24-2016 19:00,19:00,131,2.183333
1503960366,04-24-2016 20:00,20:00,18,0.3
1503960366,04-24-2016 21:00,21:00,17,0.283333
1503960366,04-24-2016 22:00,22:00,7,0.116667
1503960366,04-24-2016 23:00,23:00,10,0.166667
1503960366,04-25-2016 00:00,00:00,8,0.133333
1503960366,04-25-2016 01:00,01:00,3,0.05
1503960366,04-25-2016 02:00,02:00,6,0.1
1503960366,04-25-2016 03:00,03:00,0,0
1503960366,04-25-2016 04:00,04:00,2,0.033333
1503960366,04-25-2016 05:00,05:00,1,0.016667
1503960366,04-25-2016 06:00,06:00,0,0
1503960366,04-25-2016 07:00,07:00,3,0.05
1503960366,04-25-2016 08:00,08:00,22,0.366667
1503960366,04-25-2016 09:00,09:00,46,0.766667
1503960366,04-25-2016 10:00,10:00,12,0.2
1503960366,04-25-2016 11:00,11:00,24,0.4
1503960366,04-25-2016 12:00,12:00,19,0.316667
1503960366,04-25-2016 13:00,13:00,13,0.216667
1503960366,04-25-2016 14:00,14:00,5,0.083333
1503960366,04-25-2016 15:00,15:00,13,0.216667
1503960366,04-25-2016 16:00,16:00,10,0.166667
1503960366,04-25-2016 17:00,17:00,8,0.133333
1503960366,04-25-2016 18:00,18:00,6,0.1
1503960366,04-25-2016 19:00,19:00,86,1.433333
1503960366,04-25-2016 20:00,20:00,30,0.5
1503960366,04-25-2016 21:00,21:00,132,2.2
1503960366,04-25-2016 22:00,22:00,11,0.183333
1503960366,04-25-2016 23:00,23:00,3,0.05
1503960366,04-26-2016 00:00,00:00,4,0.066667
1503960366,04-26-2016 01:00,01:00,11,0.183333
1503960366,04-26-2016 02:00,02:00,0,0
1503960366,04-26-2016 03:00,03:00,11,0.183333
1503960366,04-26-2016 04:00,04:00,0,0
1503960366,04-26-2016 05:00,05:00,1,0.016667
1503960366,04-26-2016 06:00,06:00,0,0
1503960366,04-26-2016 07:00,07:00,3,0.05
1503960366,04-26-2016 08:00,08:00,13,0.216667
1503960366,04-26-2016 09:00,09:00,31,0.516667
1503960366,04-26-2016 10:00,10:00,22,0.366667
1503960366,04-26-2016 11:00,11:00,17,0.283333
1503960366,04-26-2016 12:00,12:00,10,0.166667
1503960366,04-26-2016 13:00,13:00,42,0.7
1503960366,04-26-2016 14:00,14:00,60,1
1503960366,04-26-2016 15:00,15:00,9,0.15
1503960366,04-26-2016 16:00,16:00,22,0.366667
1503960366,04-26-2016 17:00,17:00,5,0.083333
1503960366,04-26-2016 18:00,18:00,72,1.2
1503960366,04-26-2016 19:00,19:00,15,0.25
1503960366,04-26-2016 20:00,20:00,26,0.433333
1503960366,04-26-2016 21:00,21:00,14,0.233333
1503960366,04-26-2016 22:00,22:00,9,0.15
1503960366,04-26-2016 23:00,23:00,21,0.35
1503960366,04-27-2016 00:00,00:00,10,0.166667
1503960366,04-27-2016 01:00,01:00,5,0.083333
1503960366,04-27-2016 02:00,02:00,2,0.033333
1503960366,04-27-2016 03:00,03:00,0,0
1503960366,04-27-2016 04:00,04:00,0,0
1503960366,04-27-2016 05:00,05:00,0,0
1503960366,04-27-2016 06:00,06:00,0,0
1503960366,04-27-2016 07:00,07:00,0,0
1503960366,04-27-2016 08:00,08:00,0,0
1503960366,04-27-2016 09:00,09:00,33,0.55
1503960366,04-27-2016 10:00,10:00,27,0.45
1503960366,04-27-2016 11:00,11:00,23,0.383333
1503960366,04-27-2016 12:00,12:00,12,0.2
1503960366,04-27-2016 13:00,13:00,13,0.216667
1503960366,04-27-2016 14:00,14:00,35,0.583333
1503960366,04-27-2016 15:00,15:00,6,0.1
1503960366,04-27-2016 16:00,16:00,7,0.116667
1503960366,04-27-2016 17:00,17:00,13,0.216667
1503960366,04-27-2016 18:00,18:00,73,1.216667
1503960366,04-27-2016 19:00,19:00,150,2.5
1503960366,04-27-2016 20:00,20:00,70,1.166667
1503960366,04-27-2016 21:00,21:00,20,0.333333
1503960366,04-27-2016 22:00,22:00,0,0
1503960366,04-27-2016 23:00,23:00,0,0
1503960366,04-28-2016 00:00,00:00,0,0
1503960366,04-28-2016 01:00,01:00,10,0.166667
1503960366,04-28-2016 02:00,02:00,0,0
1503960366,04-28-2016 03:00,03:00,0,0
1503960366,04-28-2016 04:00,04:00,0,0
1503960366,04-28-2016 05:00,05:00,0,0
1503960366,04-28-2016 06:00,06:00,0,0
1503960366,04-28-2016 07:00,07:00,1,0.016667
1503960366,04-28-2016 08:00,08:00,11,0.183333
1503960366,04-28-2016 09:00,09:00,38,0.633333
1503960366,04-28-2016 10:00,10:00,19,0.316667
1503960366,04-28-2016 11:00,11:00,10,0.166667
1503960366,04-28-2016 12:00,12:00,16,0.266667
1503960366,04-28-2016 13:00,13:00,33,0.55
1503960366,04-28-2016 14:00,14:00,47,0.783333
1503960366,04-28-2016 15:00,15:00,5,0.083333
1503960366,04-28-2016 16:00,16:00,10,0.166667
1503960366,04-28-2016 17:00,17:00,11,0.183333
1503960366,04-28-2016 18:00,18:00,56,0.933333
1503960366,04-28-2016 19:00,19:00,1,0.016667
1503960366,04-28-2016 20:00,20:00,50,0.833333
1503960366,04-28-2016 21:00,21:00,21,0.35
1503960366,04-28-2016 22:00,22:00,2,0.033333
1503960366,04-28-2016 23:00,23:00,48,0.8
1503960366,04-29-2016 00:00,00:00,9,0.15
1503960366,04-29-2016 01:00,01:00,0,0
1503960366,04-29-2016 02:00,02:00,4,0.066667
1503960366,04-29-2016 03:00,03:00,0,0
1503960366,04-29-2016 04:00,04:00,0,0
1503960366,04-29-2016 05:00,05:00,0,0
1503960366,04-29-2016 06:00,06:00,0,0
1503960366,04-29-2016 07:00,07:00,3,0.05
1503960366,04-29-2016 08:00,08:00,13,0.216667
1503960366,04-29-2016 09:00,09:00,33,0.55
1503960366,04-29-2016 10:00,10:00,4,0.066667
1503960366,04-29-2016 11:00,11:00,4,0.066667
1503960366,04-29-2016 12:00,12:00,6,0.1
1503960366,04-29-2016 13:00,13:00,6,0.1
1503960366,04-29-2016 14:00,14:00,56,0.933333
1503960366,04-29-2016 15:00,15:00,23,0.383333
1503960366,04-29-2016 16:00,16:00,10,0.166667
1503960366,04-29-2016 17:00,17:00,9,0.15
1503960366,04-29-2016 18:00,18:00,5,0.083333
1503960366,04-29-2016 19:00,19:00,11,0.183333
1503960366,04-29-2016 20:00,20:00,16,0.266667
1503960366,04-29-2016 21:00,21:00,20,0.333333
1503960366,04-29-2016 22:00,22:00,27,0.45
1503960366,04-29-2016 23:00,23:00,56,0.933333
1503960366,04-30-2016 00:00,00:00,1,0.016667
1503960366,04-30-2016 01:00,01:00,7,0.116667
1503960366,04-30-2016 02:00,02:00,0,0
1503960366,04-30-2016 03:00,03:00,1,0.016667
1503960366,04-30-2016 04:00,04:00,0,0
1503960366,04-30-2016 05:00,05:00,0,0
1503960366,04-30-2016 06:00,06:00,0,0
1503960366,04-30-2016 07:00,07:00,0,0
1503960366,04-30-2016 08:00,08:00,3,0.05
1503960366,04-30-2016 09:00,09:00,11,0.183333
1503960366,04-30-2016 10:00,10:00,17,0.283333
1503960366,04-30-2016 11:00,11:00,7,0.116667
1503960366,04-30-2016 12:00,12:00,4,0.066667
1503960366,04-30-2016 13:00,13:00,11,0.183333
1503960366,04-30-2016 14:00,14:00,22,0.366667
1503960366,04-30-2016 15:00,15:00,26,0.433333
1503960366,04-30-2016 16:00,16:00,99,1.65
1503960366,04-30-2016 17:00,17:00,55,0.916667
1503960366,04-30-2016 18:00,18:00,71,1.183333
1503960366,04-30-2016 19:00,19:00,4,0.066667
1503960366,04-30-2016 20:00,20:00,5,0.083333
1503960366,04-30-2016 21:00,21:00,22,0.366667
1503960366,04-30-2016 22:00,22:00,47,0.783333
1503960366,04-30-2016 23:00,23:00,28,0.466667
1503960366,05-01-2016 00:00,00:00,9,0.15
1503960366,05-01-2016 01:00,01:00,8,0.133333
1503960366,05-01-2016 02:00,02:00,2,0.033333
1503960366,05-01-2016 03:00,03:00,1,0.016667
1503960366,05-01-2016 04:00,04:00,0,0
1503960366,05-01-2016 05:00,05:00,0,0
1503960366,05-01-2016 06:00,06:00,0,0
1503960366,05-01-2016 07:00,07:00,3,0.05
1503960366,05-01-2016 08:00,08:00,6,0.1
1503960366,05-01-2016 09:00,09:00,12,0.2
1503960366,05-01-2016 10:00,10:00,6,0.1
1503960366,05-01-2016 11:00,11:00,10,0.166667
1503960366,05-01-2016 12:00,12:00,10,0.166667
1503960366,05-01-2016 13:00,13:00,5,0.083333
1503960366,05-01-2016 14:00,14:00,25,0.416667
1503960366,05-01-2016 15:00,15:00,21,0.35
1503960366,05-01-2016 16:00,16:00,23,0.383333
1503960366,05-01-2016 17:00,17:00,33,0.55
1503960366,05-01-2016 18:00,18:00,70,1.166667
1503960366,05-01-2016 19:00,19:00,14,0.233333
1503960366,05-01-2016 20:00,20:00,6,0.1
1503960366,05-01-2016 21:00,21:00,25,0.416667
1503960366,05-01-2016 22:00,22:00,50,0.833333
1503960366,05-01-2016 23:00,23:00,76,1.266667
1503960366,05-02-2016 00:00,00:00,0,0
1503960366,05-02-2016 01:00,01:00,7,0.116667
1503960366,05-02-2016 02:00,02:00,0,0
1503960366,05-02-2016 03:00,03:00,1,0.016667
1503960366,05-02-2016 04:00,04:00,0,0
1503960366,05-02-2016 05:00,05:00,0,0
1503960366,05-02-2016 06:00,06:00,0,0
1503960366,05-02-2016 07:00,07:00,3,0.05
1503960366,05-02-2016 08:00,08:00,12,0.2
1503960366,05-02-2016 09:00,09:00,30,0.5
1503960366,05-02-2016 10:00,10:00,19,0.316667
1503960366,05-02-2016 11:00,11:00,16,0.266667
1503960366,05-02-2016 12:00,12:00,64,1.066667
1503960366,05-02-2016 13:00,13:00,21,0.35
1503960366,05-02-2016 14:00,14:00,13,0.216667
1503960366,05-02-2016 15:00,15:00,11,0.183333
1503960366,05-02-2016 16:00,16:00,24,0.4
1503960366,05-02-2016 17:00,17:00,12,0.2
1503960366,05-02-2016 18:00,18:00,9,0.15
1503960366,05-02-2016 19:00,19:00,13,0.216667
1503960366,05-02-2016 20:00,20:00,105,1.75
1503960366,05-02-2016 21:00,21:00,25,0.416667
1503960366,05-02-2016 22:00,22:00,28,0.466667
1503960366,05-02-2016 23:00,23:00,17,0.283333
1503960366,05-03-2016 00:00,00:00,3,0.05
1503960366,05-03-2016 01:00,01:00,6,0.1
1503960366,05-03-2016 02:00,02:00,1,0.016667
1503960366,05-03-2016 03:00,03:00,5,0.083333
1503960366,05-03-2016 04:00,04:00,0,0
1503960366,05-03-2016 05:00,05:00,0,0
1503960366,05-03-2016 06:00,06:00,2,0.033333
1503960366,05-03-2016 07:00,07:00,3,0.05
1503960366,05-03-2016 08:00,08:00,11,0.183333
1503960366,05-03-2016 09:00,09:00,24,0.4
1503960366,05-03-2016 10:00,10:00,25,0.416667
1503960366,05-03-2016 11:00,11:00,12,0.2
1503960366,05-03-2016 12:00,12:00,17,0.283333
1503960366,05-03-2016 13:00,13:00,23,0.383333
1503960366,05-03-2016 14:00,14:00,26,0.433333
1503960366,05-03-2016 15:00,15:00,46,0.766667
1503960366,05-03-2016 16:00,16:00,33,0.55
1503960366,05-03-2016 17:00,17:00,18,0.3
1503960366,05-03-2016 18:00,18:00,86,1.433333
1503960366,05-03-2016 19:00,19:00,5,0.083333
1503960366,05-03-2016 20:00,20:00,1,0.016667
1503960366,05-03-2016 21:00,21:00,37,0.616667
1503960366,05-03-2016 22:00,22:00,58,0.966667
1503960366,05-03-2016 23:00,23:00,10,0.166667
1503960366,05-04-2016 00:00,00:00,17,0.283333
1503960366,05-04-2016 01:00,01:00,2,0.033333
1503960366,05-04-2016 02:00,02:00,0,0
1503960366,05-04-2016 03:00,03:00,0,0
1503960366,05-04-2016 04:00,04:00,0,0
1503960366,05-04-2016 05:00,05:00,0,0
1503960366,05-04-2016 06:00,06:00,0,0
