Id,ActivityDate,Month,Weekday,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Total Active minutes,total minutes_measures
1503960366,04-30-2016,Apr,Saturday,14673,9.25,9.25,0,3.559999943,1.419999957,4.269999981,0,52,34,217,712,1947,303,1015
1503960366,05-01-2016,May,Sunday,10602,6.809999943,6.809999943,0,2.289999962,1.600000024,2.920000076,0,33,35,246,730,1820,314,1044
1503960366,05-02-2016,May,Monday,14727,9.710000038,9.710000038,0,3.210000038,0.569999993,5.920000076,0,41,15,277,798,2004,333,1131
1503960366,05-03-2016,May,Tuesday,15103,9.659999847,9.659999847,0,3.730000019,1.049999952,4.880000114,0,50,24,254,816,1990,328,1144
1503960366,05-04-2016,May,Wednesday,11100,7.150000095,7.150000095,0,2.460000038,0.870000005,3.819999933,0,36,22,203,1179,1819,261,1440
1503960366,05-05-2016,May,Thursday,14070,8.899999619,8.899999619,0,2.920000076,1.080000043,4.880000114,0,45,24,250,857,1959,319,1176
1503960366,05-06-2016,May,Friday,12159,8.029999733,8.029999733,0,1.970000029,0.25,5.809999943,0,24,6,289,754,1896,319,1073
1503960366,05-07-2016,May,Saturday,11992,7.710000038,7.710000038,0,2.460000038,2.119999886,3.130000114,0,37,46,175,833,1821,258,1091
1503960366,05-08-2016,May,Sunday,10060,6.579999924,6.579999924,0,3.529999971,0.319999993,2.730000019,0,44,8,203,574,1740,255,829
1503960366,05-09-2016,May,Monday,12022,7.71999979,7.71999979,0,3.450000048,0.529999971,3.74000001,0,46,11,206,835,1819,263,1098
1503960366,05-10-2016,May,Tuesday,12207,7.769999981,7.769999981,0,3.349999905,1.159999967,3.25999999,0,46,31,214,746,1859,291,1037
1503960366,05-11-2016,May,Wednesday,12770,8.130000114,8.130000114,0,2.559999943,1.00999999,4.550000191,0,36,23,251,669,1783,310,979
1503960366,05-12-2016,May,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,1440
1624580081,04-12-2016,Apr,Tuesday,8163,5.309999943,5.309999943,0,0,0,5.309999943,0,0,0,146,1294,1432,146,1440
1624580081,04-13-2016,Apr,Wednesday,7007,4.550000191,4.550000191,0,0,0,4.550000191,0,0,0,148,1292,1411,148,1440
1624580081,04-14-2016,Apr,Thursday,9107,5.920000076,5.920000076,0,0,0,5.909999847,0.01,0,0,236,1204,1572,236,1440
1624580081,04-15-2016,Apr,Friday,1510,0.980000019,0.980000019,0,0,0,0.970000029,0,0,0,96,1344,1344,96,1440
1624580081,04-16-2016,Apr,Saturday,5370,3.49000001,3.49000001,0,0,0,3.49000001,0,0,0,176,1264,1463,176,1440
1624580081,04-17-2016,Apr,Sunday,6175,4.059999943,4.059999943,0,1.029999971,1.519999981,1.49000001,0.01,15,22,127,1276,1554,164,1440
1624580081,04-18-2016,Apr,Monday,10536,7.409999847,7.409999847,0,2.150000095,0.620000005,4.619999886,0.01,17,7,202,1214,1604,226,1440
1624580081,04-19-2016,Apr,Tuesday,2916,1.899999976,1.899999976,0,0,0,1.899999976,0,0,0,141,1299,1435,141,1440
1624580081,04-20-2016,Apr,Wednesday,4974,3.230000019,3.230000019,0,0,0,3.230000019,0,0,0,151,1289,1446,151,1440
1624580081,04-21-2016,Apr,Thursday,6349,4.130000114,4.130000114,0,0,0,4.110000134,0.02,0,0,186,1254,1467,186,1440
1624580081,04-22-2016,Apr,Friday,4026,2.619999886,2.619999886,0,0,0,2.599999905,0,0,0,199,1241,1470,199,1440
1624580081,04-23-2016,Apr,Saturday,8538,5.550000191,5.550000191,0,0,0,5.539999962,0.01,0,0,227,1213,1562,227,1440
1624580081,04-24-2016,Apr,Sunday,6076,3.950000048,3.950000048,0,1.149999976,0.910000026,1.889999986,0,16,18,185,1221,1617,219,1440
1624580081,04-25-2016,Apr,Monday,6497,4.21999979,4.21999979,0,0,0,4.199999809,0.02,0,0,202,1238,1492,202,1440
1624580081,04-26-2016,Apr,Tuesday,2826,1.840000033,1.840000033,0,0,0,1.830000043,0.01,0,0,140,1300,1402,140,1440
1624580081,04-27-2016,Apr,Wednesday,8367,5.440000057,5.440000057,0,1.110000014,1.870000005,2.460000038,0,17,36,154,1233,1670,207,1440
1624580081,04-28-2016,Apr,Thursday,2759,1.789999962,1.789999962,0,0,0.200000003,1.600000024,0,0,5,115,1320,1401,120,1440
1624580081,04-29-2016,Apr,Friday,2390,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,150,1290,1404,150,1440
1624580081,04-30-2016,Apr,Saturday,6474,4.300000191,4.300000191,0,0.899999976,1.279999971,2.119999886,0.01,11,23,224,1182,1655,258,1440
1624580081,05-01-2016,May,Sunday,36019,28.03000069,28.03000069,0,21.92000008,4.190000057,1.909999967,0.02,186,63,171,1020,2690,420,1440
1624580081,05-02-2016,May,Monday,7155,4.929999828,4.929999828,0,0.860000014,0.589999974,3.470000029,0,7,6,166,1261,1497,179,1440
1624580081,05-03-2016,May,Tuesday,2100,1.370000005,1.370000005,0,0,0,1.340000033,0.02,0,0,96,1344,1334,96,1440
1624580081,05-04-2016,May,Wednesday,2193,1.429999948,1.429999948,0,0,0,1.419999957,0,0,0,118,1322,1368,118,1440
1624580081,05-05-2016,May,Thursday,2470,1.610000014,1.610000014,0,0,0,1.580000043,0.02,0,0,117,1323,1370,117,1440
1624580081,05-06-2016,May,Friday,1727,1.120000005,1.120000005,0,0,0,1.120000005,0.01,0,0,102,1338,1341,102,1440
1624580081,05-07-2016,May,Saturday,2104,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,182,1258,1474,182,1440
1624580081,05-08-2016,May,Sunday,3427,2.230000019,2.230000019,0,0,0,2.220000029,0,0,0,152,1288,1427,152,1440
1624580081,05-09-2016,May,Monday,1732,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,91,1349,1328,91,1440
1624580081,05-10-2016,May,Tuesday,2969,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,139,1301,1393,139,1440
1624580081,05-11-2016,May,Wednesday,3134,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,112,1328,1359,112,1440
1624580081,05-12-2016,May,Thursday,2971,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,107,890,1002,107,997
1644430081,04-12-2016,Apr,Tuesday,10694,7.769999981,7.769999981,0,0.140000001,2.299999952,5.329999924,0,2,51,256,1131,3199,309,1440
1644430081,04-13-2016,Apr,Wednesday,8001,5.820000172,5.820000172,0,2.279999971,0.899999976,2.640000105,0,30,16,135,1259,2902,181,1440
1644430081,04-14-2016,Apr,Thursday,11037,8.020000458,8.020000458,0,0.360000014,2.559999943,5.099999905,0,5,58,252,1125,3226,315,1440
1644430081,04-15-2016,Apr,Friday,5263,3.829999924,3.829999924,0,0.219999999,0.150000006,3.450000048,0,3,4,170,1263,2750,177,1440
1644430081,04-16-2016,Apr,Saturday,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493,305,1440
1644430081,04-17-2016,Apr,Sunday,8757,6.369999886,6.369999886,0,2.25,0.569999993,3.549999952,0,29,13,186,1212,3011,228,1440
1644430081,04-18-2016,Apr,Monday,7132,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806,169,1440
1644430081,04-19-2016,Apr,Tuesday,11256,8.180000305,8.180000305,0,0.360000014,2.529999971,5.300000191,0,5,58,278,1099,3300,341,1440
1644430081,04-20-2016,Apr,Wednesday,2436,1.769999981,1.769999981,0,0,0,1.75999999,0.01,0,0,125,1315,2430,125,1440
1644430081,04-21-2016,Apr,Thursday,1223,0.889999986,0.889999986,0,0,0,0.879999995,0.01,0,0,38,1402,2140,38,1440
1644430081,04-22-2016,Apr,Friday,3673,2.670000076,2.670000076,0,0,0,2.660000086,0.01,0,0,86,1354,2344,86,1440
1644430081,04-23-2016,Apr,Saturday,6637,4.829999924,4.829999924,0,0,0.579999983,4.25,0,0,15,160,1265,2677,175,1440
1644430081,04-24-2016,Apr,Sunday,3321,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351,2413,89,1440
1644430081,04-25-2016,Apr,Monday,3580,2.599999905,2.599999905,0,0.589999974,0.059999999,1.950000048,0,8,1,94,1337,2497,103,1440
1644430081,04-26-2016,Apr,Tuesday,9919,7.210000038,7.210000038,0,0.800000012,1.720000029,4.690000057,0,11,41,223,1165,3123,275,1440
1644430081,04-27-2016,Apr,Wednesday,3032,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322,2489,118,1440
1644430081,04-28-2016,Apr,Thursday,9405,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,3108,283,1440
1644430081,04-29-2016,Apr,Friday,3176,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,120,1193,2498,120,1313
1644430081,04-30-2016,Apr,Saturday,18213,13.23999977,13.23999977,0,0.629999995,3.140000105,9.460000038,0,9,71,402,816,3846,482,1298
1644430081,05-01-2016,May,Sunday,6132,4.460000038,4.460000038,0,0.239999995,0.99000001,3.230000019,0,3,24,146,908,2696,173,1081
1644430081,05-02-2016,May,Monday,3758,2.730000019,2.730000019,0,0.07,0.310000002,2.349999905,0,1,7,148,682,2580,156,838
1644430081,05-03-2016,May,Tuesday,12850,9.340000153,9.340000153,0,0.720000029,4.090000153,4.539999962,0,10,94,221,1115,3324,325,1440
1644430081,05-04-2016,May,Wednesday,2309,1.679999948,1.679999948,0,0,0,1.659999967,0.02,0,0,52,1388,2222,52,1440
1644430081,05-05-2016,May,Thursday,4363,3.190000057,3.190000057,0,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,2463,99,1440
1644430081,05-06-2016,May,Friday,9787,7.119999886,7.119999886,0,0.819999993,0.270000011,6.010000229,0.02,11,6,369,1054,3328,386,1440
1644430081,05-07-2016,May,Saturday,13372,9.720000267,9.720000267,0,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,3404,301,1440
1644430081,05-08-2016,May,Sunday,6724,4.889999866,4.889999866,0,0,0,4.880000114,0,0,0,295,991,2987,295,1286
1644430081,05-09-2016,May,Monday,6643,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,3008,341,1440
1644430081,05-10-2016,May,Tuesday,9167,6.659999847,6.659999847,0,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,2799,186,1440
1644430081,05-11-2016,May,Wednesday,1329,0.970000029,0.970000029,0,0,0,0.949999988,0.01,0,0,49,713,1276,49,762
1844505072,04-12-2016,Apr,Tuesday,6697,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101,2030,339,1440
1844505072,04-13-2016,Apr,Wednesday,4929,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192,1860,248,1440
1844505072,04-14-2016,Apr,Thursday,7937,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843,2130,373,1216
1844505072,04-15-2016,Apr,Friday,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,1725,176,703
1844505072,04-16-2016,Apr,Saturday,3414,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,1657,147,1440
1844505072,04-17-2016,Apr,Sunday,4525,2.99000001,2.99000001,0,0.140000001,0.25999999,2.589999914,0,2,8,199,1231,1793,209,1440
1844505072,04-18-2016,Apr,Monday,4597,3.039999962,3.039999962,0,0,0.479999989,2.559999943,0,0,12,217,1211,1814,229,1440
1844505072,04-19-2016,Apr,Tuesday,197,0.129999995,0.129999995,0,0,0,0.129999995,0,0,0,10,1430,1366,10,1440
1844505072,04-20-2016,Apr,Wednesday,8,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1349,1,1440
1844505072,04-21-2016,Apr,Thursday,8054,5.320000172,5.320000172,0,0.119999997,0.519999981,4.679999828,0,2,13,308,1117,2062,323,1440
1844505072,04-22-2016,Apr,Friday,5372,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,220,1220,1827,220,1440
1844505072,04-23-2016,Apr,Saturday,3570,2.359999895,2.359999895,0,0,0,2.359999895,0,0,0,139,1301,1645,139,1440
1844505072,04-24-2016,Apr,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1440
1844505072,04-25-2016,Apr,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1440
1844505072,04-26-2016,Apr,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1440
1844505072,04-27-2016,Apr,Wednesday,4,0,0,0,0,0,0,0,0,0,1,1439,1348,1,1440
1844505072,04-28-2016,Apr,Thursday,6907,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138,1992,302,1440
1844505072,04-29-2016,Apr,Friday,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,247,1329
1844505072,04-30-2016,Apr,Saturday,4014,2.670000076,2.670000076,0,0,0,2.650000095,0,0,0,184,218,1763,184,402
1844505072,05-01-2016,May,Sunday,2573,1.700000048,1.700000048,0,0,0.25999999,1.450000048,0,0,7,75,585,1541,82,667
1844505072,05-02-2016,May,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1348,0,1440
1844505072,05-03-2016,May,Tuesday,4059,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256,1742,184,1440
1844505072,05-04-2016,May,Wednesday,2080,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353,1549,87,1440
1844505072,05-05-2016,May,Thursday,2237,1.480000019,1.480000019,0,0,0,1.480000019,0,0,0,120,1320,1589,120,1440
1844505072,05-06-2016,May,Friday,44,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,2,1438,1351,2,1440
1844505072,05-07-2016,May,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1440
1844505072,05-08-2016,May,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1440
1844505072,05-09-2016,May,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1440
1844505072,05-10-2016,May,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1440
1844505072,05-11-2016,May,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1440
1844505072,05-12-2016,May,Thursday,0,0,0,0,0,0,0,0,0,0,0,711,665,0,711
1927972279,04-12-2016,Apr,Tuesday,678,0.469999999,0.469999999,0,0,0,0.469999999,0,0,0,55,734,2220,55,789
1927972279,04-13-2016,Apr,Wednesday,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,32,1018
1927972279,04-14-2016,Apr,Thursday,2163,1.5,1.5,0,0,0.400000006,1.100000024,0,0,9,88,1292,2383,97,1389
1927972279,04-15-2016,Apr,Friday,980,0.680000007,0.680000007,0,0,0,0.680000007,0,0,0,51,941,2221,51,992
1927972279,04-16-2016,Apr,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,2064,0,1440
1927972279,04-17-2016,Apr,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1440
1927972279,04-18-2016,Apr,Monday,244,0.170000002,0.170000002,0,0,0,0.170000002,0,0,0,17,1423,2111,17,1440
1927972279,04-19-2016,Apr,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1440
1927972279,04-20-2016,Apr,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1440
1927972279,04-21-2016,Apr,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,2064,0,1440
1927972279,04-22-2016,Apr,Friday,149,0.100000001,0.100000001,0,0,0,0.100000001,0,0,0,10,1430,2093,10,1440
1927972279,04-23-2016,Apr,Saturday,2945,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,145,1295,2499,145,1440
1927972279,04-24-2016,Apr,Sunday,2090,1.450000048,1.450000048,0,0.07,0.239999995,1.139999986,0,1,6,75,1358,2324,82,1440
1927972279,04-25-2016,Apr,Monday,152,0.109999999,0.109999999,0,0,0,0.109999999,0,0,0,12,1303,2100,12,1315
1927972279,04-26-2016,Apr,Tuesday,3761,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,192,1058,2638,192,1250
1927972279,04-27-2016,Apr,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1440
1927972279,04-28-2016,Apr,Thursday,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,2351,95,1262
1927972279,04-29-2016,Apr,Friday,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1440
1927972279,04-30-2016,Apr,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,2064,0,1440
1927972279,05-01-2016,May,Sunday,2704,1.870000005,1.870000005,0,1.00999999,0.029999999,0.829999983,0,14,1,70,1355,2411,85,1440
1927972279,05-02-2016,May,Monday,3790,2.619999886,2.619999886,0,1.159999967,0.300000012,1.159999967,0,16,8,94,1322,2505,118,1440
1927972279,05-03-2016,May,Tuesday,1326,0.920000017,0.920000017,0,0.730000019,0,0.180000007,0,10,0,17,1413,2195,27,1440
1927972279,05-04-2016,May,Wednesday,1786,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353,2338,87,1440
1927972279,05-05-2016,May,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1440
1927972279,05-06-2016,May,Friday,2091,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,108,1332,2383,108,1440
1927972279,05-07-2016,May,Saturday,1510,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392,2229,48,1440
1927972279,05-08-2016,May,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1440
1927972279,05-09-2016,May,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1440
1927972279,05-10-2016,May,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1440
1927972279,05-11-2016,May,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1440
1927972279,05-12-2016,May,Thursday,0,0,0,0,0,0,0,0,0,0,0,966,1383,0,966
2022484408,04-12-2016,Apr,Tuesday,11875,8.340000153,8.340000153,0,3.309999943,0.769999981,4.260000229,0,42,14,227,1157,2390,283,1440
2022484408,04-13-2016,Apr,Wednesday,12024,8.5,8.5,0,2.99000001,0.100000001,5.409999847,0,43,5,292,1100,2601,340,1440
2022484408,04-14-2016,Apr,Thursday,10690,7.5,7.5,0,2.480000019,0.209999993,4.820000172,0,32,3,257,1148,2312,292,1440
2022484408,04-15-2016,Apr,Friday,11034,8.029999733,8.029999733,0,1.940000057,0.310000002,5.78000021,0,27,9,282,1122,2525,318,1440
2022484408,04-16-2016,Apr,Saturday,10100,7.090000153,7.090000153,0,3.150000095,0.550000012,3.390000105,0,41,11,151,1237,2177,203,1440
2022484408,04-17-2016,Apr,Sunday,15112,11.39999962,11.39999962,0,3.869999886,0.660000026,6.880000114,0,28,29,331,1052,2782,388,1440
2022484408,04-18-2016,Apr,Monday,14131,10.06999969,10.06999969,0,3.640000105,0.119999997,6.300000191,0,48,3,311,1078,2770,362,1440
2022484408,04-19-2016,Apr,Tuesday,11548,8.529999733,8.529999733,0,3.289999962,0.239999995,5,0,31,7,250,1152,2489,288,1440
2022484408,04-20-2016,Apr,Wednesday,15112,10.67000008,10.67000008,0,3.339999914,1.929999948,5.400000095,0,48,63,276,1053,2897,387,1440
2022484408,04-21-2016,Apr,Thursday,12453,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,3158,412,1440
2022484408,04-22-2016,Apr,Friday,12954,9.329999924,9.329999924,0,4.429999828,0.419999987,4.46999979,0,52,10,273,1105,2638,335,1440
2022484408,04-23-2016,Apr,Saturday,6001,4.210000038,4.210000038,0,0,0,4.210000038,0,0,0,249,1191,2069,249,1440
2022484408,04-24-2016,Apr,Sunday,13481,10.27999973,10.27999973,0,4.550000191,1.149999976,4.579999924,0,37,26,216,1161,2529,279,1440
2022484408,04-25-2016,Apr,Monday,11369,8.010000229,8.010000229,0,3.329999924,0.219999999,4.460000038,0,44,8,217,1171,2470,269,1440
2022484408,04-26-2016,Apr,Tuesday,10119,7.190000057,7.190000057,0,1.429999948,0.660000026,5.110000134,0,55,24,275,1086,2793,354,1440
2022484408,04-27-2016,Apr,Wednesday,10159,7.130000114,7.130000114,0,1.039999962,0.970000029,5.119999886,0,19,20,282,1119,2463,321,1440
2022484408,04-28-2016,Apr,Thursday,10140,7.119999886,7.119999886,0,0.409999996,1.330000043,5.389999866,0,6,20,291,1123,2296,317,1440
2022484408,04-29-2016,Apr,Friday,10245,7.190000057,7.190000057,0,0.479999989,1.210000038,5.5,0,21,40,281,1098,2611,342,1440
2022484408,04-30-2016,Apr,Saturday,18387,12.90999985,12.90999985,0,0.939999998,1.399999976,10.56999969,0,13,23,361,1043,2732,397,1440
2022484408,05-01-2016,May,Sunday,10538,7.400000095,7.400000095,0,1.940000057,0.959999979,4.5,0,25,28,245,1142,2380,298,1440
2022484408,05-02-2016,May,Monday,10379,7.289999962,7.289999962,0,2.609999895,0.340000004,4.329999924,0,36,8,277,1119,2473,321,1440
2022484408,05-03-2016,May,Tuesday,12183,8.739999771,8.739999771,0,3.99000001,0.460000008,4.28000021,0,72,14,250,1104,2752,336,1440
2022484408,05-04-2016,May,Wednesday,11768,8.289999962,8.289999962,0,2.50999999,0.930000007,4.849999905,0,36,27,272,1105,2649,335,1440
2022484408,05-05-2016,May,Thursday,11895,8.350000381,8.350000381,0,2.789999962,0.860000014,4.699999809,0,55,20,253,1112,2609,328,1440
2022484408,05-06-2016,May,Friday,10227,7.179999828,7.179999828,0,1.870000005,0.670000017,4.639999866,0,24,17,295,1104,2498,336,1440
2022484408,05-07-2016,May,Saturday,6708,4.710000038,4.710000038,0,1.610000014,0.079999998,3.019999981,0,20,2,149,1269,1995,171,1440
2022484408,05-08-2016,May,Sunday,3292,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,135,1305,1848,135,1440
2022484408,05-09-2016,May,Monday,13379,9.390000343,9.390000343,0,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,2709,379,1440
2022484408,05-10-2016,May,Tuesday,12798,8.979999542,8.979999542,0,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,2797,356,1440
2022484408,05-11-2016,May,Wednesday,13272,9.319999695,9.319999695,0,4.179999828,1.149999976,3.99000001,0,58,25,224,1133,2544,307,1440
2022484408,05-12-2016,May,Thursday,9117,6.409999847,6.409999847,0,1.279999971,0.670000017,4.440000057,0,16,16,236,728,1853,268,996
2026352035,04-12-2016,Apr,Tuesday,4414,2.74000001,2.74000001,0,0.189999998,0.349999994,2.200000048,0,3,8,181,706,1459,192,898
2026352035,04-13-2016,Apr,Wednesday,4993,3.099999905,3.099999905,0,0,0,3.099999905,0,0,0,238,663,1521,238,901
2026352035,04-14-2016,Apr,Thursday,3335,2.069999933,2.069999933,0,0,0,2.049999952,0,0,0,197,653,1431,197,850
2026352035,04-15-2016,Apr,Friday,3821,2.369999886,2.369999886,0,0,0,2.369999886,0,0,0,188,687,1444,188,875
2026352035,04-16-2016,Apr,Saturday,2547,1.580000043,1.580000043,0,0,0,1.580000043,0,0,0,150,728,1373,150,878
2026352035,04-17-2016,Apr,Sunday,838,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,60,1053,1214,60,1113
2026352035,04-18-2016,Apr,Monday,3325,2.059999943,2.059999943,0,0,0,2.059999943,0,0,0,182,1062,1419,182,1244
2026352035,04-19-2016,Apr,Tuesday,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356,141,926
2026352035,04-20-2016,Apr,Wednesday,7222,4.480000019,4.480000019,0,0,0,4.480000019,0,0,0,327,623,1667,327,950
2026352035,04-21-2016,Apr,Thursday,2467,1.529999971,1.529999971,0,0,0,1.529999971,0,0,0,153,749,1370,153,902
2026352035,04-22-2016,Apr,Friday,2915,1.809999943,1.809999943,0,0,0,1.809999943,0,0,0,162,712,1399,162,874
2026352035,04-23-2016,Apr,Saturday,12357,7.710000038,7.710000038,0,0,0,7.710000038,0,0,0,432,458,1916,432,890
2026352035,04-24-2016,Apr,Sunday,3490,2.160000086,2.160000086,0,0,0,2.160000086,0,0,0,164,704,1401,164,868
2026352035,04-25-2016,Apr,Monday,6017,3.730000019,3.730000019,0,0,0,3.730000019,0,0,0,260,821,1576,260,1081
2026352035,04-26-2016,Apr,Tuesday,5933,3.680000067,3.680000067,0,0,0,3.680000067,0,0,0,288,1018,1595,288,1306
2026352035,04-27-2016,Apr,Wednesday,6088,3.769999981,3.769999981,0,0,0,3.769999981,0,0,0,286,586,1593,286,872
